Date,Open,High,Low,Close,Adj Close,Volume
2/16/2018,152.610001,154.289993,152.539993,153.339996,141.473953,27973900
2/20/2018,152.550003,153.770004,151.669998,152.080002,140.311493,24046200
2/21/2018,152.419998,154.809998,152.009995,152.240005,140.459091,26735500
2/22/2018,152.809998,154.029999,151.910004,152,140.237656,16340000
2/23/2018,152.979996,154.020004,152.149994,153.979996,142.064423,18065200
2/26/2018,154.529999,155.259995,153.470001,154.990005,142.996262,15267700
2/27/2018,155.179993,155.880005,152.75,152.759995,140.938843,18125500
2/28/2018,153.139999,153.600006,150.309998,150.350006,138.715317,29951800
3/1/2018,150.050003,151.570007,148.380005,149.949997,138.346298,38943200
3/2/2018,148.710007,152.75,148.399994,152.350006,140.560562,31842300
3/5/2018,151.820007,154.259995,151.470001,153.710007,141.815308,19603700
3/6/2018,154.429993,155.389999,152.800003,155.369995,143.346878,17304000
3/7/2018,154.460007,156.929993,154.220001,156.740005,144.610855,22684600
3/8/2018,156.899994,157.470001,155.5,156.419998,144.315643,23391300
3/9/2018,157.309998,159,156.869995,158.919998,146.622131,24927200
3/12/2018,159.25,159.649994,158.490005,159.199997,146.880493,15310100
3/13/2018,160,160.300003,158.139999,158.460007,146.197754,17757200
3/14/2018,159.220001,159.389999,157.410004,157.710007,145.505814,18097500
3/15/2018,158.100006,158.139999,156.369995,156.919998,144.776901,14172100
3/16/2018,156.979996,158.270004,156.75,157.800003,145.588837,36000300
3/19/2018,157.169998,157.210007,154.449997,156.279999,144.186478,25663000
3/20/2018,156.669998,157.020004,155.770004,156.240005,144.149551,11418500
3/21/2018,156.320007,158.259995,156.199997,157.149994,144.98912,22213500
3/22/2018,155.660004,156.619995,153.309998,153.350006,141.80986,29774800
3/23/2018,153.559998,153.940002,150,150.050003,138.758194,35744100
3/26/2018,152.089996,153.380005,150.429993,153.330002,141.791336,28442400
3/27/2018,153.660004,153.699997,149.710007,150.360001,139.044891,32820600
3/28/2018,150.740005,151.350006,149.389999,150.309998,138.998627,26510900
3/29/2018,151.080002,153.100006,150.75,151.830002,140.404221,22617700
4/2/2018,151.520004,152.070007,147.179993,148.130005,136.982666,35040700
4/3/2018,149.020004,150.600006,148.300003,150.25,138.943115,29857800
4/4/2018,148.5,152.580002,148.270004,152.160004,140.709412,29619700
4/5/2018,153.039993,153.610001,152.320007,153.419998,141.874588,17301600
4/6/2018,152.369995,153.399994,149.149994,150.360001,139.044891,25762700
4/9/2018,151.399994,152.600006,150.419998,150.539993,139.211334,18997000
4/10/2018,152.139999,153.949997,151.669998,153.380005,141.837601,23420000
4/11/2018,152.779999,154.309998,152.630005,153.710007,142.142731,14884600
4/12/2018,154.429993,155.410004,153.929993,154.759995,143.113739,14413200
4/13/2018,155.289993,155.330002,153.509995,153.949997,142.3647,19813600
4/16/2018,154.839996,155.820007,154.110001,155.369995,143.677856,18846900
4/17/2018,156.210007,157.490005,155.960007,157.059998,145.240662,18624200
4/18/2018,157.520004,158.380005,157.160004,157.479996,145.629059,16974200
4/19/2018,157.139999,157.539993,155.880005,156.389999,144.621078,16174500
4/20/2018,156.050003,156.720001,155.149994,155.550003,143.844299,21480600
4/23/2018,155.779999,156.289993,154.570007,155.320007,143.631607,13268200
4/24/2018,155.899994,156.630005,153.190002,154.429993,142.808563,24859700
4/25/2018,154.360001,154.800003,152.960007,154.199997,142.595856,21981400
4/26/2018,154.419998,155.410004,153.940002,154.910004,143.252472,14862900
4/27/2018,154.880005,155.369995,153.779999,154.690002,143.049011,17734300
4/30/2018,155.020004,155.649994,153.289993,153.320007,141.782104,15624600
5/1/2018,153.009995,154.289993,151.710007,154.070007,142.475677,24977500
5/2/2018,153.779999,155.779999,153.679993,154.649994,143.012054,16786800
5/3/2018,154.110001,154.5,152.160004,153.809998,142.235199,20985900
5/4/2018,153.259995,156.5,152.800003,155.729996,144.010727,17927900
5/7/2018,156.190002,157.860001,156.100006,157.050003,145.231384,16303500
5/8/2018,156.919998,157.830002,156.75,157.830002,145.952744,17281200
5/9/2018,158.009995,159.100006,157.380005,158.679993,146.738724,15758500
5/10/2018,158.899994,160.169998,158.759995,159.529999,147.52478,15828700
5/11/2018,159.550003,160.130005,159.039993,159.839996,147.811478,14413600
5/14/2018,160.020004,160.690002,159.050003,159.229996,147.24736,15028500
5/15/2018,158.710007,159.589996,158.169998,159.259995,147.275116,17544900
5/16/2018,159.490005,161.320007,159.470001,160.919998,148.810181,21004400
5/17/2018,161,162,160.75,161.660004,149.494507,18639700
5/18/2018,161.949997,162.320007,161.550003,161.869995,149.68869,17579800
5/21/2018,162.369995,163.240005,162.360001,162.940002,150.678146,15667300
5/22/2018,163.259995,163.330002,161.630005,161.759995,149.58699,13212000
5/23/2018,161.330002,162.279999,161.130005,161.970001,149.781174,14235700
5/24/2018,161.919998,162.350006,160.619995,162.029999,149.8367,12785000
5/25/2018,161.75,162.160004,161.470001,161.740005,149.568481,11150200
5/29/2018,160.880005,162.229996,160.110001,161.520004,149.365051,20986900
5/30/2018,162.360001,164.389999,162.360001,164.080002,151.732361,25169000
5/31/2018,164.080002,164.380005,162.339996,162.770004,150.52095,28573700
6/1/2018,163.830002,164.380005,163.279999,163.839996,151.510391,21108200
6/4/2018,164.320007,164.710007,163.320007,164.710007,152.314972,14836000
6/5/2018,164.550003,165.770004,164.339996,165.729996,153.258194,13283600
6/6/2018,165.710007,166.929993,165.580002,166.929993,154.367874,16661300
6/7/2018,167.110001,167.229996,165.229996,166.020004,153.526382,17571900
6/8/2018,166.059998,166.610001,165.759995,166.520004,153.988754,17569800
6/11/2018,166.639999,167.110001,166.289993,166.770004,154.219955,15923000
6/12/2018,166.919998,167.940002,166.729996,167.529999,154.922745,16166700
6/13/2018,167.770004,167.869995,166.619995,166.869995,154.312408,19853700
6/14/2018,167.490005,167.839996,166.610001,167.759995,155.135452,19248100
6/15/2018,167.240005,167.869995,166.529999,167.809998,155.181686,24922600
6/18/2018,166.970001,168.610001,166.729996,168.600006,155.912216,18616500
6/19/2018,167.550003,168.770004,166.539993,168.610001,155.921478,24605900
6/20/2018,169.449997,170.199997,168.949997,169.970001,157.179138,19216900
6/21/2018,169.979996,170.080002,167.770004,168.380005,155.708786,26946200
6/22/2018,169.009995,169.199997,167.309998,167.820007,155.190918,33638200
6/25/2018,167.240005,167.369995,164.139999,165.080002,152.65712,37005100
6/26/2018,165.229996,166.660004,164.850006,166.039993,153.544891,20464000
6/27/2018,166.210007,166.509995,163.309998,163.380005,151.085068,27511800
6/28/2018,163.229996,164.220001,162.259995,163.880005,151.54744,26759100
6/29/2018,164.309998,165.050003,163.610001,163.770004,151.44574,24146500
7/2/2018,162.759995,164.960007,162.479996,164.899994,152.490646,24283600
7/3/2018,164.75,165.699997,164.699997,164.960007,153.098602,13561300
7/5/2018,165.860001,166.869995,164.830002,166.839996,154.843338,18640500
7/6/2018,166.970001,168.440002,166.520004,168.25,156.151993,19597500
7/9/2018,169.009995,169.330002,168.389999,169.309998,157.135803,16565200
7/10/2018,169.580002,169.869995,167.570007,168.539993,156.421158,18790700
7/11/2018,167.619995,168.610001,167.050003,167.110001,155.093979,23912600
7/12/2018,168.070007,168.25,166.639999,167.919998,155.845703,19617600
7/13/2018,167.850006,168.729996,167.419998,167.419998,155.381729,15409100
7/16/2018,167.759995,168.029999,165.960007,166.770004,154.778397,15946900
7/17/2018,166.75,168,166.589996,167.509995,155.465195,15134700
7/18/2018,167.360001,168.059998,166.570007,167.979996,155.901398,13780000
7/19/2018,167.770004,169.25,167.259995,169.169998,157.005814,18398300
7/20/2018,168.800003,169.309998,168.350006,168.479996,156.365494,17570700
7/23/2018,168.300003,169.149994,167.809998,168.690002,156.560379,12335000
7/24/2018,169.449997,169.759995,166.220001,166.889999,154.889786,25831300
7/25/2018,166.940002,167.5,166.139999,167.5,155.455948,18401200
7/26/2018,167.660004,169.369995,167.509995,168.399994,156.291183,20944200
7/27/2018,168.5,168.720001,164.789993,165.259995,153.376984,28777100
7/30/2018,165.25,166.020004,164.070007,164.199997,152.393204,20093700
7/31/2018,164.529999,166.619995,164.389999,165.869995,153.943161,23567300
8/1/2018,165.699997,166.240005,164.5,165.759995,153.841049,17942600
8/2/2018,164.960007,167.210007,164.940002,166.970001,154.96405,18292200
8/3/2018,167.149994,167.679993,165.610001,166.389999,154.42572,21734900
8/6/2018,166.270004,167.509995,165.899994,167.320007,155.288895,16288800
8/7/2018,167.889999,168.490005,167.600006,167.720001,155.66011,15045700
8/8/2018,167.720001,167.990005,166.490005,167.570007,155.52092,14789500
8/9/2018,167.649994,168.710007,167.550003,168,155.919968,10437800
8/10/2018,167.050003,168.669998,166.960007,167.529999,155.483765,20521900
8/13/2018,167.740005,168.050003,165.880005,166.550003,154.574219,20517200
8/14/2018,166.910004,168.600006,166.889999,168.199997,156.105606,17683100
8/15/2018,167.699997,167.820007,165.149994,166.089996,154.147324,27479900
8/16/2018,166.860001,168.169998,166.690002,167.630005,155.576614,15484700
8/17/2018,167.470001,168.470001,166.929993,168.350006,156.244812,15106700
8/20/2018,168.809998,169.179993,167.830002,168.820007,156.681061,12547300
8/21/2018,169.139999,171.360001,169.119995,170.759995,158.481476,20661200
8/22/2018,170.589996,171.490005,170.419998,171.179993,158.871323,14329200
8/23/2018,171.089996,171.520004,170.179993,170.660004,158.388718,12945800
8/24/2018,171.149994,171.779999,171.020004,171.589996,159.251831,11894300
8/27/2018,172.110001,172.940002,171.619995,171.839996,159.483841,15880400
8/28/2018,172.160004,172.479996,171.100006,172,159.632339,13170300
8/29/2018,172.020004,172.770004,171.460007,172.5,160.096405,13157900
8/30/2018,172.169998,173.229996,171.820007,172.360001,159.966507,14199600
8/31/2018,171.960007,173.389999,171.949997,173.020004,160.579056,12240500
9/4/2018,172.789993,173.119995,171.119995,172.25,159.864395,17923500
9/5/2018,172.179993,172.229996,170.360001,171.789993,159.437424,15166100
9/6/2018,172.169998,172.479996,170.419998,170.630005,158.36087,16647700
9/7/2018,170.210007,171.449997,169.660004,170.539993,158.277313,17248000
9/10/2018,171.25,171.679993,170.389999,170.75,158.47226,11067100
9/11/2018,170.600006,171.600006,170,171.029999,158.732117,14078400
9/12/2018,170.789993,171.089996,169.330002,170.619995,158.351563,21572300
9/13/2018,171.279999,171.539993,170.259995,170.660004,158.388718,14570500
9/14/2018,170.770004,171.929993,170.399994,171.380005,159.056931,15734900
9/17/2018,171.419998,171.539993,169.350006,169.559998,157.367798,20023200
9/18/2018,169.800003,170.710007,169.630005,170.270004,158.026764,13018000
9/19/2018,170.279999,171.070007,169.070007,169.649994,157.451324,17593500
9/20/2018,170.369995,171.300003,169.809998,171.220001,158.908432,16918700
9/21/2018,171.75,171.820007,170.220001,170.399994,158.147369,32539000
9/24/2018,170.259995,170.5,168.759995,169.770004,157.562729,15786700
9/25/2018,170.050003,170.520004,169.850006,170.029999,157.804047,13758500
9/26/2018,169.929993,170.029999,167.779999,168.029999,156.361633,17787200
9/27/2018,168.369995,168.699997,167.759995,168.039993,156.370941,14471900
9/28/2018,167.449997,169,167.449997,168.550003,156.845535,22740300
10/1/2018,169.289993,169.320007,165.770004,166.330002,154.779724,27893100
10/2/2018,166.179993,166.529999,164.179993,164.529999,153.104675,28440300
10/3/2018,165.179993,166.729996,164.509995,165.970001,154.444702,26027200
10/4/2018,165.440002,165.649994,163.130005,163.639999,152.276505,29463000
10/5/2018,163.75,164.160004,160.660004,162.160004,150.899277,31240100
10/8/2018,161.770004,162.399994,160.550003,161.820007,150.58287,21330700
10/9/2018,161.619995,162.740005,160.979996,161.190002,149.996597,20620400
10/10/2018,160.820007,160.990005,156.360001,156.559998,145.688156,46921800
10/11/2018,155.809998,157.320007,153.509995,153.570007,142.905823,68877400
10/12/2018,155.559998,155.759995,151.889999,153.600006,142.933746,53492600
10/15/2018,153.360001,155.289993,152.539993,154.169998,143.464111,32747600
10/16/2018,155.279999,158.860001,154.039993,158.639999,147.623703,35569100
10/17/2018,158.179993,158.220001,155.889999,157.960007,146.990921,24140100
10/18/2018,157.410004,157.630005,154.369995,155,144.23645,31042700
10/19/2018,155.470001,156.360001,152.740005,153.360001,142.710388,34214200
10/22/2018,153.919998,154.449997,152.520004,153.029999,142.40329,28218300
10/23/2018,150.929993,152.889999,148.919998,151.660004,141.128418,37228100
10/24/2018,151.429993,151.979996,145.820007,145.949997,135.814926,40412400
10/25/2018,146.729996,149.820007,146.410004,149.110001,138.755493,32311300
10/26/2018,147.539993,149.419998,144.699997,147.479996,137.238663,36986100
10/29/2018,149.130005,150.630005,145.070007,146.669998,136.484985,33031300
10/30/2018,146.850006,149.889999,146.559998,149.729996,139.332413,29017200
10/31/2018,151.259995,151.860001,150.029999,150.029999,139.611603,36785400
11/1/2018,150.889999,153.770004,150.809998,153.490005,142.831329,28496400
11/2/2018,154.059998,154.889999,152.440002,154,143.305923,26671600
11/5/2018,154.039993,154.660004,152.350006,153.880005,143.194275,16940900
11/6/2018,153.649994,155.110001,153.520004,154.639999,143.901474,15572900
11/7/2018,155.360001,157.410004,154.800003,157.410004,146.479141,22127800
11/8/2018,156.610001,157.899994,156.339996,156.990005,146.088333,14987700
11/9/2018,156,156.029999,152.949997,154.080002,143.380386,20654400
11/12/2018,154.020004,154.169998,150.839996,151.029999,140.54216,21886800
11/13/2018,151.600006,153.089996,150.289993,150.550003,140.095505,18468500
11/14/2018,151.820007,152.460007,148.479996,149.449997,139.071884,24549100
11/15/2018,148.490005,151.800003,148.130005,151.580002,141.05394,24482000
11/16/2018,150.610001,152.289993,150.059998,151.940002,141.388962,29323500
11/19/2018,151.679993,152.029999,148.369995,148.860001,138.522873,21540900
11/20/2018,147.25,148.429993,145.589996,145.990005,135.852173,25907000
11/21/2018,146.779999,149.369995,146.529999,148.029999,137.750473,17902300
11/23/2018,146.820007,149.300003,146.809998,147.889999,137.620163,11134800
11/26/2018,149.320007,150.399994,148.740005,149.809998,139.406891,15346400
11/27/2018,149.179993,149.729996,148.289993,148.570007,138.253021,14461800
11/28/2018,149.199997,152.369995,147.699997,152.240005,141.668137,26125900
11/29/2018,151.610001,152.740005,150.440002,151.830002,141.286606,15134500
11/30/2018,151.460007,152.860001,151.080002,152.619995,142.021744,20304700
12/3/2018,154.389999,154.479996,152.020004,154.080002,143.380386,23379800
12/4/2018,153.75,154.130005,147.139999,147.520004,137.275909,41077900
12/6/2018,145.449997,147.199997,143.429993,147.199997,136.978149,37581200
12/7/2018,147.139999,148.259995,143.270004,144.020004,134.018951,28525100
12/10/2018,144.270004,144.720001,141.449997,143.600006,133.628128,30776600
12/11/2018,145.679993,146.190002,142.389999,143.449997,133.488525,29229300
12/12/2018,144.880005,146.759995,144.759995,144.820007,134.763397,27894800
12/13/2018,145.240005,145.690002,142.539993,142.770004,132.855759,23205400
12/14/2018,141.729996,143.229996,140.100006,140.610001,130.845749,24037200
12/17/2018,139.669998,140.880005,136.160004,137.020004,127.931763,36468500
12/18/2018,138.259995,139.179993,136.289993,136.850006,127.773026,42277200
12/19/2018,136.800003,138.679993,133.25,134,125.112053,47676600
12/20/2018,133.630005,134.410004,130.229996,131.789993,123.048645,57908100
12/21/2018,132.380005,132.949997,127.980003,128.369995,119.855484,59404800
12/24/2018,127.730003,128.470001,125.839996,125.879997,117.530655,28575700
12/26/2018,126.279999,132.100006,125.809998,131.929993,123.179382,40182700
12/27/2018,130.270004,132.479996,127.870003,132.479996,123.692863,39527900
12/28/2018,132.479996,135.009995,131.539993,132.860001,124.047684,35994400
12/31/2018,133.720001,134.050003,131.800003,133.899994,125.018723,29173400
1/2/2019,132.169998,135.169998,131.539993,134.660004,125.728294,27295100
1/3/2019,133.910004,134.639999,131.649994,132.25,123.478172,29294600
1/4/2019,133.919998,137.600006,133.710007,137.190002,128.090469,35355300
1/7/2019,137.259995,140.369995,136.740005,139.589996,130.331329,30477900
1/8/2019,140.800003,141.789993,139.389999,141.729996,132.32933,27320900
1/9/2019,142.220001,143.389999,141.619995,142.899994,133.421722,25764600
1/10/2019,142.059998,143.720001,141.350006,143.639999,134.11261,22896800
1/11/2019,143.009995,143.990005,142.679993,143.679993,134.149979,22428400
1/14/2019,142.820007,143.440002,142.089996,142.25,132.814804,29185000
1/15/2019,142.649994,143.649994,142.089996,143.449997,133.935257,25678900
1/16/2019,143.679993,145.25,143.669998,144.520004,134.934326,20827300
1/17/2019,143.990005,146.330002,143.970001,145.830002,136.15741,19273400
1/18/2019,146.600006,147.919998,146,147.330002,137.557938,28306700
1/22/2019,146.460007,146.759995,144.050003,145,135.382462,27741100
1/23/2019,145.320007,146.179993,143.460007,144.600006,135.009018,20621300
1/24/2019,144.429993,145.759995,144.330002,145.470001,135.821274,16976300
1/25/2019,146.619995,147.639999,146.429993,147.339996,137.567276,22266900
1/28/2019,145.960007,146.910004,145.369995,146.550003,136.829636,22784700
1/29/2019,146.710007,146.820007,145.880005,146.199997,136.502838,12084800
1/30/2019,146.979996,148.339996,145.679993,147.800003,137.996735,25516900
1/31/2019,147.610001,149.300003,147.529999,149.059998,139.173172,27252900
2/1/2019,149.350006,149.679993,148.580002,149.179993,139.285202,17057900
2/4/2019,149.410004,150.970001,148.880005,150.960007,140.947159,21301700
2/5/2019,151.009995,151.600006,150.240005,151.119995,141.096558,18295900
2/6/2019,151.039993,151.369995,150.100006,150.929993,140.919113,13720600
2/7/2019,149.919998,150.699997,148.389999,149.690002,139.761353,22850800
2/8/2019,149.059998,149.899994,148.5,149.850006,139.910797,13463000
2/11/2019,150.289993,151.149994,149.630005,151.100006,141.077881,16374800
2/12/2019,151.919998,153.190002,151.880005,152.990005,142.842529,20779900
2/13/2019,153.419998,153.759995,152.699997,153.419998,143.243973,15534500
2/14/2019,152.580002,154.369995,152.399994,153.770004,143.570786,18251000
2/15/2019,154.779999,156.240005,154.270004,156.220001,145.858246,27240200
2/19/2019,155.550003,157.100006,155.550003,156.649994,146.259735,15856900
2/20/2019,156.660004,157.580002,156.529999,157.389999,146.950653,18317400
2/21/2019,157.130005,157.369995,156.059998,156.789993,146.390396,17497000
2/22/2019,157.270004,158.270004,157.100006,158.149994,147.660248,20411800
2/25/2019,159.080002,159.5,158.089996,158.190002,147.697601,17957100
2/26/2019,158.009995,158.190002,156.889999,157.100006,146.679886,21497300
2/27/2019,156.490005,157.440002,156.119995,157.320007,146.885284,18194900
2/28/2019,157.089996,157.479996,156.369995,156.779999,146.381134,18155300
3/1/2019,157.949997,158.339996,156.75,158.240005,147.744308,19247100
3/4/2019,158.539993,158.779999,155.589996,156.809998,146.40918,23301800
3/5/2019,156.940002,156.949997,155.960007,156.080002,145.727585,16798200
3/6/2019,156.020004,156.080002,152.880005,153.020004,142.870529,29604600
3/7/2019,153.020004,153.139999,151.369995,151.679993,141.619431,26822500
3/8/2019,150.839996,151.759995,150.610001,151.639999,141.582062,20466800
3/11/2019,152.110001,154.309998,151.899994,154.289993,144.056244,20854500
3/12/2019,154.399994,154.979996,153.800003,154.369995,144.130981,18966800
3/13/2019,154.919998,155.729996,154.75,154.979996,144.7005,24109100
3/14/2019,154.899994,155.020004,154.199997,154.350006,144.112305,14217500
3/15/2019,154.529999,155.869995,154.330002,154.759995,144.495117,22025900
3/18/2019,155.059998,156.449997,154.479996,155.75,145.419434,24510200
3/19/2019,156.479996,156.529999,154.570007,154.960007,144.681854,18633100
3/20/2019,154.539993,155.419998,152.410004,153.259995,143.476059,29463200
3/21/2019,152.729996,156.059998,152.729996,155.270004,145.357742,31845000
3/22/2019,154.199997,154.539993,149.570007,149.619995,140.068451,40663000
3/25/2019,149.479996,151.320007,148.410004,150.279999,140.686295,26454700
3/26/2019,151.470001,152.820007,150.789993,151.860001,142.165436,21308600
3/27/2019,151.710007,152.210007,149.479996,151.270004,141.613098,23477100
3/28/2019,151.789993,152.929993,150.929993,152.619995,142.876877,19473300
3/29/2019,153.679993,153.970001,152.100006,153.089996,143.316925,28298900
4/1/2019,154.289993,154.919998,153.720001,154.759995,144.880295,20075200
4/2/2019,154.869995,154.880005,153.509995,154.360001,144.505859,18253500
4/3/2019,155.740005,156.149994,154.729996,155.160004,145.254776,19554700
4/4/2019,155.279999,156.009995,154.839996,155.919998,145.966217,15909500
4/5/2019,156.300003,157.470001,156.190002,157.380005,147.333038,21379000
4/8/2019,156.850006,157.5,156.070007,157.119995,147.089615,14202400
4/9/2019,156.460007,156.699997,154.910004,155.199997,145.292206,18534200
4/10/2019,155.479996,157.360001,155.330002,157.309998,147.267517,18938800
4/11/2019,157.520004,157.679993,156.809998,157.110001,147.080276,12218700
4/12/2019,158.130005,158.160004,157.110001,157.679993,147.613892,14120300
4/15/2019,157.949997,158.100006,156.5,157.169998,147.136444,10964000
4/16/2019,157.710007,157.899994,156.979996,157.539993,147.482803,16782900
4/17/2019,158.089996,158.110001,155.199997,156.100006,146.134735,17108500
4/18/2019,156.110001,156.279999,154.660004,155.639999,145.704117,23276300
4/22/2019,155.309998,155.809998,154.520004,155.229996,145.320297,15596800
4/23/2019,155.369995,158.050003,155.360001,157.570007,147.510925,23396100
4/24/2019,157.619995,158.690002,157.369995,158.059998,147.96962,18053100
4/25/2019,157.330002,157.470001,155.470001,156.75,146.74324,19365100
4/26/2019,156.960007,158.490005,156.399994,158.270004,148.166214,16999100
4/29/2019,158.619995,159.610001,158.490005,159.029999,148.877762,13698900
4/30/2019,159.149994,159.190002,156.960007,158.289993,148.184937,24127500
5/1/2019,158.669998,158.729996,156.710007,156.789993,146.780685,17734300
5/2/2019,156.639999,158.149994,155.679993,157.520004,147.464157,22715700
5/3/2019,158.309998,160.639999,158.190002,160.529999,150.281921,20178800
5/6/2019,158.179993,161.110001,158.009995,160.710007,150.450455,21262100
5/7/2019,159.309998,159.869995,156.25,157.529999,147.47345,25434500
5/8/2019,157.259995,158.089996,156.649994,156.759995,146.75264,16113700
5/9/2019,155.520004,156.649994,153.740005,156.190002,146.219009,25259900
5/10/2019,155.589996,156.830002,153.669998,156.619995,146.621567,26544700
5/13/2019,153.690002,154.020004,151.160004,151.630005,141.950119,26936500
5/14/2019,151.960007,154.169998,151.699997,153.539993,143.73819,15519200
5/15/2019,152.399994,154.410004,152.070007,154.039993,144.206238,18410600
5/16/2019,154.509995,156.179993,154.440002,155,145.10495,13772100
5/17/2019,153.820007,155.270004,152.660004,152.839996,143.082886,21534000
5/20/2019,151.929993,152.820007,151.410004,151.779999,142.090515,18689800
5/21/2019,152.630005,154.039993,152.580002,153.820007,144.000305,11659100
5/22/2019,153.220001,153.589996,152,152.529999,142.792664,13922600
5/23/2019,151.059998,151.059998,148.580002,149.389999,139.853119,26379400
5/24/2019,150.380005,151.089996,149.789993,150.789993,141.163757,16093100
5/28/2019,151.009995,151.649994,149.580002,149.589996,140.040375,14042200
5/29/2019,148.839996,148.929993,147.360001,148.339996,138.870148,22622300
5/30/2019,148.75,149.580002,147.039993,147.929993,138.486313,17739100
5/31/2019,146.190002,146.839996,145.320007,145.860001,136.548477,25411300
6/3/2019,146.130005,147.210007,145.330002,146.369995,137.025894,26554500
6/4/2019,147.919998,150.289993,146.419998,150.160004,140.573959,21217600
6/5/2019,150.759995,150.889999,148.610001,150.190002,140.602005,18184100
6/6/2019,150.119995,150.520004,148.309998,149.800003,140.236969,20772500
6/7/2019,150.350006,151.509995,150.020004,150.860001,141.229294,17107500
6/10/2019,151.449997,153.139999,151.449997,151.75,142.062469,18912300
6/11/2019,152.869995,153.229996,150.580002,151.300003,141.641205,15373000
6/12/2019,151.179993,151.779999,150.619995,151.470001,141.800308,11957600
6/13/2019,152.309998,153.179993,151.869995,153.070007,143.298218,14839400
6/14/2019,152.880005,152.940002,151.720001,151.729996,142.043732,16154800
6/17/2019,151.869995,152.899994,151.669998,152.240005,143.02356,12509300
6/18/2019,153.270004,155.149994,152.259995,154.009995,144.686432,22100800
6/19/2019,154.190002,154.699997,153.399994,154.559998,145.203156,15625000
6/20/2019,156.050003,156.220001,154.440002,155.289993,145.888947,17595700
6/21/2019,155.130005,155.169998,153.610001,153.949997,144.630035,19854400
6/24/2019,154.360001,154.410004,152,152.080002,142.87326,24002600
6/25/2019,152.309998,152.5,151,151.149994,141.999573,17462200
6/26/2019,151.699997,152.220001,150.759995,150.800003,141.670761,15726900
6/27/2019,151.240005,153.770004,151.240005,153.630005,144.329422,22278400
6/28/2019,153.949997,156.020004,153.940002,155.5,146.086212,35089900
7/1/2019,157.539993,158.029999,155.220001,156.100006,146.649918,22850500
7/2/2019,156.020004,156.119995,154.259995,155.149994,145.757401,19024600
7/3/2019,155.600006,156.339996,155.169998,156.259995,146.800201,9115100
7/5/2019,155.490005,156.740005,154.860001,156.679993,147.194794,14156700
7/8/2019,156.210007,156.479996,154.889999,155.190002,145.794998,9735700
7/9/2019,154.539993,155.429993,154.479996,155.399994,145.992264,12381600
7/10/2019,156.199997,156.559998,154.850006,155.669998,146.245926,17325400
7/11/2019,155.889999,155.940002,154.220001,154.910004,145.531982,14260800
7/12/2019,155.139999,156.669998,154.880005,156.110001,146.659286,16678000
7/15/2019,156.559998,156.589996,154.850006,155.289993,145.888947,12194300
7/16/2019,155.130005,156.199997,154.669998,155.240005,145.841949,15152700
7/17/2019,155.240005,155.339996,153.729996,154.130005,144.799164,14155100
7/18/2019,154.080002,155.009995,153.729996,154.710007,145.34404,15705500
7/19/2019,154.940002,155.429993,153.820007,153.820007,144.507919,17182600
7/22/2019,154.240005,154.699997,153.399994,153.679993,144.376404,14474600
